"","index","value","variable","has_issue","issue_type"
"660",NA,"Neurology /// instances: 2","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"661",NA,"Oncology, heart disease, woman has a pacemaker installed /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"662",NA,"Oncology, Hypertension /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"663",NA,"one kidney /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"664",NA,"pressure /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"665",NA,"Pulmonary disease /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"666",NA,"Removed the lungs /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"667",NA,"Shoulder and knee injury /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"668",NA,"Silicosis /// instances: 2","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"669",NA,"Spinal surgery /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"670",NA,"spine /// instances: 2","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"671",NA,"stroke /// instances: 4","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"672",NA,"thyroid /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"673",NA,"Thyroid disease /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"674",NA,"Thyroid, cardiovascular system, crying arrhythmia /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"675",NA,"two infarct cases. /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"676",NA,"Varicose veins of legs, umbilical hernia, hypertensive disease /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"677",NA,"woman has both legs cut off, the effects of an injury at work. Diabetes /// instances: 1","Questionnaire/hohh_profile/hohh_disability_type_other",TRUE,"'other' response. may need recoding."
"678",NA,"Not_at_all /// instances: 510","Questionnaire/hohh_profile/hohh_support_by_other",TRUE,"'other' response. may need recoding."
"679",NA,"Refuse_answer /// instances: 4","Questionnaire/hohh_profile/hohh_support_by_other",TRUE,"'other' response. may need recoding."
"680",NA,"Require /// instances: 35","Questionnaire/hohh_profile/hohh_support_by_other",TRUE,"'other' response. may need recoding."
"681",NA,"Somewhat /// instances: 172","Questionnaire/hohh_profile/hohh_support_by_other",TRUE,"'other' response. may need recoding."
"682",NA,"family members, but live separately  /// instances: 1","Questionnaire/hohh_profile/hohh_support_provider_other",TRUE,"'other' response. may need recoding."
"683",NA,"landlord /// instances: 1","Questionnaire/hohh_profile/hohh_support_provider_other",TRUE,"'other' response. may need recoding."
"684",NA,"Nephew /// instances: 1","Questionnaire/hohh_profile/hohh_support_provider_other",TRUE,"'other' response. may need recoding."
"685",NA,"nobody /// instances: 2","Questionnaire/hohh_profile/hohh_support_provider_other",TRUE,"'other' response. may need recoding."
"686",NA,"relatives /// instances: 1","Questionnaire/hohh_profile/hohh_support_provider_other",TRUE,"'other' response. may need recoding."
"687",NA,"According to age, pensioner. However, pension payments are not received. Waiting for documents from Pension Fund. Owns farm territory but because of conflict can`t use it.  /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"688",NA,"An ulcer, numbness of the limbs, moves with the help of a cane /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"689",NA,"cancer /// instances: 2","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"690",NA,"Cardiovascular diseases /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"691",NA,"Cardiovascular, stroke in 2016 /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"692",NA,"Caring for a disabled son,  schizophrenia /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"693",NA,"Chernobyl victim /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"694",NA,"child of war /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"695",NA,"contusion /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"696",NA,"diabetes /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"697",NA,"diabetes, joint pain, heart disease /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"698",NA,"Diseases of the heart, lungs, joints /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"699",NA,"Diseases of the legs, contused (after the shelling) /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"700",NA,"fragile arm wound /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"701",NA,"Fragment wounds to the left arm, chest /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"702",NA,"Gallbladder removed in 2015 /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"703",NA,"Has a gunshot wound in shoulder and hand /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"704",NA,"Heart diseases due to stress /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"705",NA,"hernia operation in 2014 /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"706",NA,"hypertension /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"707",NA,"Hypertension, eye problems /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"708",NA,"Hypertension, foot diseases /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"709",NA,"In peacetime, she worked at the mine, now the mine does not work, the retirement age has not come, she is not a member of the employment center, since there is no opportunity to visit it regularly. She lives at the expense of casual income, in the summer he plants the garden and helps her neighbors. /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"710",NA,"Ischemia, no gall, hypertension /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"711",NA,"loss of breadwinner /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"712",NA,"Low vision, hypertension, diabetes /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"713",NA,"Pre-retirement age and no job /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"714",NA,"Received multiple fragmental wounds to the legs, arms, abdomen. Hard to move /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"715",NA,"Regression, industrial injury /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"716",NA,"stress /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"717",NA,"stroke /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"718",NA,"Stroke /// instances: 3","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"719",NA,"The thyroid gland, adenoma, vertebral hernia and hemgeoma, sore legs, moves with the help of a cane /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"720",NA,"Urolithiasis, pyelonephritis /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"721",NA,"Vein occlusion /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"722",NA,"veteran of Afghan war /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"723",NA,"widow /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
"724",NA,"Woman lives alone, and feels herself badly /// instances: 1","Questionnaire/hohh_profile/hohh_vulnerability_other",TRUE,"'other' response. may need recoding."
